username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
;2018-01-31 22:23;0;3;"NOW: Erick Baldo gives updates on the 3 major lava fountaining events of the Mayon Volcano. # BantayMayon pic.twitter.com/5IOx8ZAl1C";;;#;"958707426575855616";https://twitter.com/ANCALERTS/status/958707426575855616
;2018-01-31 21:30;0;1;"Panoorin ang ikalawang parte ng # BantayMayon special ng # RedAlert ngayong 9:30 p.m. sa DZMM Teleradyo!pic.twitter.com/9DhEN7uLzx";;;# #;"958693856702164995";https://twitter.com/ABSCBNRedAlert/status/958693856702164995
;2018-01-31 19:22;1;1;"Bulkang Mayon, muling nagbuga ng abo at lava kaninang 6:01 p.m.; ito na ang ikatlong pagbuga ng bulkan ngayong Miyerkoles # BantayMayon | ulat ni @ RayaCapulongpic.twitter.com/BlGbLiuh7F";;@;#;"958661782523985925";https://twitter.com/DZMMTeleRadyo/status/958661782523985925
;2018-01-31 19:19;1;49;"LIST: Cancelled flights due to Mayon activity # BantayMayon http://bit.ly/2GwPpqN";;;#;"958660956862558208";https://twitter.com/ABSCBNNews/status/958660956862558208
;2018-01-31 18:52;2;9;"# TVPatrol Mga nagkakasakit ng ubo at sipon, dumami dahil sa patuloy na pagbuga ng abo ng Bulkang Mayon # BantayMayon | ulat ni Jose Carretero pic.twitter.com/5gZkOJTawp";;;# #;"958654103181180929";https://twitter.com/TVPatrol/status/958654103181180929
;2018-01-31 18:48;0;11;"# TVPatrol Mga lumikas dahil sa pag-aalburoto ng Bulkang Mayon, higit 84,000 na # BantayMayon | ulat ni @ jeffcanoypic.twitter.com/JXmYnu5NT7";;@;# #;"958653192065114112";https://twitter.com/TVPatrol/status/958653192065114112
;2018-01-31 17:52;2;5;"# ANCRecap: Cases of respiratory diseases in Albay continue to rise amid Mayon's restiveness. Jose Carretero reports. # BantayMayon pic.twitter.com/EU8ha8ez6U";;;# #;"958639039162212352";https://twitter.com/ANCALERTS/status/958639039162212352
;2018-01-31 17:49;0;1;"ON THE PHONE: Jose Carretero gives updates on the rise of respiratory diseases in Albay amid Mayon's restiveness. # BantayMayon pic.twitter.com/jKtddU6dKQ";;;#;"958638439909355520";https://twitter.com/ANCALERTS/status/958638439909355520
;2018-01-31 17:27;0;17;"Mga 'bakwit' sa Albay, bibigyan ng trabaho # BantayMayon http://bit.ly/2GuBf9L";;;#;"958632879101067264";https://twitter.com/DZMMTeleRadyo/status/958632879101067264
;2018-01-31 16:13;2;2;"# OnTheSpot Mga temporary learning space o TLS sa ilang evacuation centers, malaking tulong sa evacuees # BantayMayon | ulat ni @ RayaCapulongpic.twitter.com/WaDTe8tL5N";;@;# #;"958614256064147456";https://twitter.com/DZMMTeleRadyo/status/958614256064147456
;2018-01-31 16:10;0;1;"# OnTheSpot Mga temporary learning space o TLS sa ilang evacuation centers, malaking tulong sa evacuees # BantayMayon | ulat ni @ RayaCapulongpic.twitter.com/hvSF8kXp3s";;@;# #;"958613490293288960";https://twitter.com/DZMMTeleRadyo/status/958613490293288960
;2018-01-31 16:09;0;0;"# OnTheSpot Bulkang Mayon, dalawang beses pumutok kaninang umaga # BantayMayon pic.twitter.com/aLQceBB2I6";;;# #;"958613213242785792";https://twitter.com/DZMMTeleRadyo/status/958613213242785792
;2018-01-31 16:03;0;0;"RT ANCALERTS " # ANCRecap: Mayon Volcano spews more ash and lava anew. Thea Omelan reports. # MEWCY # BantayMayon pic.twitter.com/q6HdYfPFj9"";;;# # #;"958611715037585409";https://twitter.com/RielHolganza/status/958611715037585409
