username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
;2018-01-18 09:49;24;45;"Remain vigilant! Beware of hazards brought by volcanic activity. Follow PRC’s social media accounts for updates and advisories. # MayonPH # PRCMayonOpspic.twitter.com/CWNZyOZyfc";;;# #;"953806400383205377";https://twitter.com/philredcross/status/953806400383205377
;2018-01-18 09:00;0;0;"Ano ang ibig sabihin ng mga Alert Level ng bulkan? Alamin dito mga Ka-POSIBLE at maghanda. # MayonPH https://twitter.com/philredcross/status/953559116835770369 …";;;#;"953794299333758976";https://twitter.com/KaPOSIBLE/status/953794299333758976
;2018-01-18 08:30;1;4;"The legend is true. Look at Daragang Magayon and Panganoron hugging each other. # MAYON # MayonVolcano # MayonVolcanoAlertLevel3 # MayonPH # MayonEruption # PrayforAlbay Fafa Ella Fernandezpic.twitter.com/8KIid548yo";;;# # # # # #;"953786677415223296";https://twitter.com/AndrooooMedaaaa/status/953786677415223296
;2018-01-17 17:26;122;122;"The Philippine Institute of Volcanology and Seismology has raised Alert Level 3 over Mayon Volcano. Find out the danger it poses to nearby communities. # MayonPH # PRCMayonOpspic.twitter.com/89TlJZscQT";;;# #;"953559116835770369";https://twitter.com/philredcross/status/953559116835770369
;2018-01-17 13:39;1;1;"# MayonPH # MayonVolcano @ philredcrosspic.twitter.com/vjS6ECTCCX";;@;# #;"953501947516002304";https://twitter.com/I_will_flourish/status/953501947516002304
;2018-01-17 10:43;0;0;"# MayonPH https://twitter.com/philredcross/status/953457437616451585 …";;;#;"953457818387951617";https://twitter.com/earlpatrick/status/953457818387951617
;2018-01-17 08:42;0;0;"Mayon Volcano is releasing lava, and it’s having a lava flowing activity. To all kababayans out there be safe and don’t enter in extended 7-km danger zone. # MayonVolcano # MayonPH pic.twitter.com/EobUgGc1mV";;;# #;"953427326871617536";https://twitter.com/DonBuenvenida/status/953427326871617536
;2018-01-17 07:44;5;35;"We just conducted hygiene promotion to families displaced by the looming eruption of Mayon Volcano in Upper Malabog evacuation center in Albay. This is to ensure that proper sanitation and hygiene are in place and to prevent the spread of diseases. # MayonPH # PRCMayonOpspic.twitter.com/TUtwzVa0ny";;;# #;"953412718735769600";https://twitter.com/philredcross/status/953412718735769600
;2018-01-16 17:30;4;21;"The Philippine Red Cross held an emergency meeting this afternoon to discuss the operations and preparations for the possible eruption of the # MayonPH Volcano. # PRCMayonOpspic.twitter.com/uZnMmhFjPd";;;# #;"953197824291696640";https://twitter.com/philredcross/status/953197824291696640
;2018-01-16 17:05;0;0;"Paalala para sa ating mga Ka-POSIBLE at mga kababayan sa Bicol. # MayonPH https://twitter.com/philredcross/status/953190085284933632 …";;;#;"953191404812972032";https://twitter.com/KaPOSIBLE/status/953191404812972032
;2018-01-16 17:00;47;63;"As alert level 3 remains hoisted over Mayon Volcano, here are some tips to keep ourselves safe from the harmful effects of the looming volcanic eruption. # MayonPH # PRCMayonOpspic.twitter.com/BlI0yad8L5";;;# #;"953190085284933632";https://twitter.com/philredcross/status/953190085284933632
;2018-01-16 09:50;0;0;"NGCP activates 24/7 monitoring for # MayonPH Grid operator NGCP has implemented the necessary preparations and... https://fb.me/7xwQr9jop";;;#;"953082091918577664";https://twitter.com/NGCP_ALERT/status/953082091918577664
;2018-01-15 13:43;0;1;"DSWD is ready to send additional aid to LGUs affected by Mayon eruption; activates emergency team http://ow.ly/7LgY30hM5Vo # DSWDMayMalasakit # DSWDParaSaNakararami # MayonPH";;;# # #;"952778366666584065";https://twitter.com/dswdfo5/status/952778366666584065
;2018-01-15 10:47;0;0;"Now: RD Garcia joins the RDRRMC meeting re: Mayon Disaster Operations # DSWDMayMalasakit # DSWDParaSaNakararami # MayonPH pic.twitter.com/h5Jw1n2TSj";;;# # #;"952733933740978177";https://twitter.com/dswdfo5/status/952733933740978177
